YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,2277,12892,1289208,32575,LAX,"Los Angeles, CA",CA,15016,1501606,31123,STL,"St. Louis, MO",MO,Missouri,1717,1709.0,-8.0,0.0,2253,2239.0,-14.0,216.0,210.0,192.0,1592.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,2308,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,North Carolina,903,900.0,-3.0,0.0,1652,1649.0,-3.0,289.0,289.0,255.0,2239.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,2377,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,1805,1805.0,0.0,0.0,2311,2306.0,-5.0,186.0,181.0,153.0,1235.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,238,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12478,1247805,31703,JFK,"New York, NY",NY,New York,1002,1014.0,12.0,12.0,1829,1812.0,-17.0,327.0,298.0,278.0,2475.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,2418,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13303,1330303,32467,MIA,"Miami, FL",FL,Florida,1049,1049.0,0.0,0.0,1846,1910.0,24.0,297.0,321.0,269.0,2342.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,2453,12892,1289208,32575,LAX,"Los Angeles, CA",CA,10721,1072102,30721,BOS,"Boston, MA",MA,Massachusetts,2220,2214.0,-6.0,0.0,648,625.0,-23.0,328.0,311.0,286.0,2611.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,2491,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,705,701.0,-4.0,0.0,1450,1426.0,-24.0,285.0,265.0,240.0,2125.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,2511,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,1135,1127.0,-8.0,0.0,1918,1919.0,1.0,283.0,292.0,267.0,2218.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,2631,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,1335,1333.0,-2.0,0.0,1500,1456.0,-4.0,85.0,83.0,62.0,370.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,2689,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,936,935.0,-1.0,0.0,1551,1518.0,-33.0,255.0,223.0,202.0,1744.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,271,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13830,1383002,33830,OGG,"Kahului, HI",HI,Hawaii,906,907.0,1.0,1.0,1150,1149.0,-1.0,344.0,342.0,310.0,2486.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,2719,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,1733,1726.0,-7.0,0.0,1846,1838.0,-8.0,73.0,72.0,41.0,236.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,274,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12478,1247805,31703,JFK,"New York, NY",NY,New York,1229,1230.0,1.0,1.0,2058,2032.0,-26.0,329.0,302.0,279.0,2475.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,2746,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,800,756.0,-4.0,0.0,1309,1257.0,-12.0,189.0,181.0,157.0,1235.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,2758,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,2308,2302.0,-6.0,0.0,520,448.0,-32.0,252.0,226.0,200.0,1744.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,28,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12478,1247805,31703,JFK,"New York, NY",NY,New York,2358,10.0,12.0,12.0,829,815.0,-14.0,331.0,305.0,272.0,2475.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,2833,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,1600,1554.0,-6.0,0.0,2105,2105.0,0.0,185.0,191.0,154.0,1235.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,285,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12982,1298202,32982,LIH,"Lihue, HI",HI,Hawaii,908,859.0,-9.0,0.0,1211,1147.0,-24.0,363.0,348.0,325.0,2615.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,2866,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,2150,2217.0,27.0,27.0,529,543.0,14.0,279.0,266.0,243.0,2125.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,297,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12173,1217305,32134,HNL,"Honolulu, HI",HI,Hawaii,1842,1842.0,0.0,0.0,2130,2105.0,-25.0,348.0,323.0,307.0,2556.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,3021,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,1526,1711.0,105.0,105.0,1653,1839.0,106.0,87.0,88.0,62.0,370.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,3028,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,1945,1938.0,-7.0,0.0,2100,2042.0,-18.0,75.0,64.0,39.0,236.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,3052,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,700,907.0,127.0,127.0,1208,1440.0,152.0,188.0,213.0,158.0,1235.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,31,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12173,1217305,32134,HNL,"Honolulu, HI",HI,Hawaii,817,814.0,-3.0,0.0,1110,1111.0,1.0,353.0,357.0,320.0,2556.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,3100,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,1209,1221.0,12.0,12.0,1948,1946.0,-2.0,279.0,265.0,235.0,2125.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,3113,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,1825,1820.0,-5.0,0.0,38,6.0,-32.0,253.0,226.0,201.0,1744.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,3130,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,1533,1530.0,-3.0,0.0,1646,1633.0,-13.0,73.0,63.0,40.0,236.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,3134,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13303,1330303,32467,MIA,"Miami, FL",FL,Florida,1312,1311.0,-1.0,0.0,2112,2120.0,8.0,300.0,309.0,270.0,2342.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,319,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13303,1330303,32467,MIA,"Miami, FL",FL,Florida,2310,2319.0,9.0,9.0,707,718.0,11.0,297.0,299.0,273.0,2342.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,32,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12478,1247805,31703,JFK,"New York, NY",NY,New York,600,1936.0,816.0,816.0,1432,330.0,778.0,332.0,294.0,275.0,2475.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,3295,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,600,555.0,-5.0,0.0,1108,1120.0,12.0,188.0,205.0,181.0,1235.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,382,12892,1289208,32575,LAX,"Los Angeles, CA",CA,10721,1072102,30721,BOS,"Boston, MA",MA,Massachusetts,1500,1450.0,-10.0,0.0,2328,2259.0,-29.0,328.0,309.0,288.0,2611.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,4,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12478,1247805,31703,JFK,"New York, NY",NY,New York,1132,1149.0,17.0,17.0,2001,1952.0,-9.0,329.0,303.0,279.0,2475.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,475,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,655,650.0,-5.0,0.0,1310,1246.0,-24.0,255.0,236.0,203.0,1744.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,481,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14100,1410005,34100,PHL,"Philadelphia, PA",PA,Pennsylvania,1105,1107.0,2.0,2.0,1915,1902.0,-13.0,310.0,295.0,269.0,2402.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,493,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,1658,1658.0,0.0,0.0,1825,1826.0,1.0,87.0,88.0,64.0,370.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,59,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12758,1275804,32758,KOA,"Kona, HI",HI,Hawaii,942,941.0,-1.0,0.0,1224,1212.0,-12.0,342.0,331.0,306.0,2504.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,752,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,49,47.0,-2.0,0.0,555,532.0,-23.0,186.0,165.0,149.0,1235.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,821,12892,1289208,32575,LAX,"Los Angeles, CA",CA,10423,1042302,30423,AUS,"Austin, TX",TX,Texas,915,908.0,-7.0,0.0,1413,1416.0,3.0,178.0,188.0,156.0,1242.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AA,19805,AA,852,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,630,628.0,-2.0,0.0,801,756.0,-5.0,91.0,88.0,56.0,370.0
2024,4,11,1,5,11/1/2024 12:00:00 AM,AS,19930,AS,1051,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,800,757.0,-3.0,0.0,931,942.0,11.0,91.0,105.0,60.0,337.0
